query,date,age,gender
heat_pump_electrical_load_costs_for_nrmal_size3_bed_house,20211021,55+,Male
plant_based_fashion,20211021,35-54,Male
sustainable_environmental_practices_in_construction,20211021,35-54,Male
peddler_whitehaven,20211021,35-54,NULL
nottingham_city_homes_greener_energy_homes,20211021,55+,Male
heat_pump_central_heating_systems,20211021,55+,Male
taylor_yates,20211021,35-54,Female
eu_sdgs_goal_14,20211021,55+,Male
eu_sdgs_goal_14_dolphins,20211021,55+,Male
etymology_of_sustainable,20211021,35-54,NULL
heat_pumps_for_homes,20211021,55+,Male
heat_pumps_uk,20211021,55+,Male
sustaiailability,20211021,Under 35,Male
initative_for_birmingham_to_become_sustainable,20211021,35-54,Male
meat_tax,20211021,55+,Male
community_clothing,20211022,35-54,Female
sustainability_university_professor_uk,20211022,35-54,Female
roadmap_to_green_finance,20211022,55+,Male
four_pillars_of_sustainability,20211022,Under 35,Male
plastic_face_mask,20211022,35-54,Male
keykeg_uk,20211022,35-54,Male
meat_tax,20211022,55+,Female
heat_pumps_how_they_work,20211022,55+,Female
rwe,20211022,35-54,Male
four_pillars_of_sustainability,20211022,Under 35,Male
emma_watson_activist,20211022,55+,Female
uk_research_in_sustainable_cleaning_prodcuts,20211022,35-54,Female
sustainable_sipp_income_drawdown_withdrawals,20211022,55+,Male
sustainable_sipp_income_drawdown,20211022,55+,Male
most_sustainable_fish_uk,20211022,55+,Female
the_apricot_centre_devon,20211022,Under 35,Female
bectu_sustainability_officer,20211022,35-54,Male
most_sustainable_fish_uk,20211022,55+,Female
phone_recycling,20211023,35-54,Male
ncnean_distillery,20211023,55+,Male
zouk_capital,20211023,55+,Male
building_scenario,20211023,Under 35,Male
ken_wooton_baronsmead,20211023,55+,Female
latest_news_on_harry_meghan_documentary,20211023,55+,Female
heat_pump_ouyput,20211023,55+,Female
inches_cider,20211023,55+,Male
best_heat_pumps,20211023,NULL,Male
the_fibre_workshop,20211023,35-54,Female
small_air_heat_pump,20211023,35-54,Male
orange_corner_in_weastone,20211023,55+,Male
coldplay_tour_2022,20211023,35-54,NULL
food_works_sheffield,20211024,35-54,Female
is_the_new_transport_hub_belfast_sustainable,20211024,Under 35,NULL
global_sustainability_goal_number_13_pinterestcom,20211024,35-54,Female
boohoo_sustainable_buisness_report,20211024,Under 35,Male
cheap_ways_to_heat_a_home,20211024,55+,Male
green_shop,20211024,55+,Male
hydrogen_systems_for_home_heating,20211024,55+,Male
albray,20211024,35-54,Female
why_is_sustainable_unrban_devlopemnt_an_issue_for_belfast_currently,20211024,Under 35,NULL
the_global_information_technology_report_2013_growth_and_jobs_in_a_hyperconnected_world_world_economic_forum_march_2013_p_36,20211024,Under 35,Male
aspiga,20211024,35-54,Female
ahn_yh_et_al_2013_drivers_and_barriers_of_sustainable_design_and_construction,20211024,35-54,Male
what_do_comanies_need_to_report_for_sustainabilkiuty,20211025,35-54,Female
chateau_impney,20211025,35-54,Male
enigneers_without_borders,20211025,Under 35,Male
eco_friendly_christmas_gifts,20211025,55+,Female
blackburn_community_clthing,20211025,55+,Male
bore_plae,20211025,55+,Female
sustainable_solid_waste_governance,20211025,35-54,Male
waste_governance,20211025,35-54,Male
highefficiency_heat_pump,20211025,55+,Male
government_consultations_environment,20211025,35-54,Female
ikea_green_friday_2019,20211025,35-54,Female
_drivers_to_sustainable_manufacturing_practices_and_circular_economy_2018,20211025,35-54,Female
twitter_sustainability_analysos,20211025,Under 35,Female
gresb_analysis,20211025,35-54,Female
the_apricot_centre_devon,20211025,Under 35,Female
heat_pump_prices,20211025,55+,Male
gintas_2013_education,20211025,Under 35,Male
prince_charles_speech_at_davos_circular_economy,20211025,55+,Male
how_has_hp_indirectly_reduced_others_negative_sustainable_impact,20211025,Under 35,Female
key_sustainable_challenges_faced_by_patagonia_business,20211025,NULL,Male
how_has_hp_indirectly_reduced_others_negative_sustainable_imact,20211025,Under 35,Female
plastic_omnium_hams_hall,20211025,55+,Male
key_sustainable_challenges_faced_by_patagonia_hsbc_business,20211025,NULL,Male
sustainable_solid_waste_governance,20211025,35-54,Male
none_smell_paraffin,20211026,55+,Male
lg_heat_pumps,20211026,55+,Male
finance,20211026,Under 35,NULL
aduna_moringa,20211026,55+,Male
karl_letten_dmu,20211026,Under 35,Female
ethical_toys_digger_uk,20211026,35-54,Female
bicester_green,20211026,55+,NULL
how_much_space_does_air_to_water_heat_pump_require,20211026,55+,Male
covid_19_and_environmental_sustainability,20211026,35-54,Female
gfg_alliance,20211026,55+,Male
ground_source_heat_pump,20211026,55+,Female
how_cheap_to_run_are_electric_central_heating_boilers,20211026,Under 35,Male
ecofriendly_christmas_gifts_for_women_uk,20211026,55+,Female
daikin_air_source_heat_pump,20211026,55+,Male
easy_concept_of_sustainable_transport,20211027,55+,Female
eco_friendly_electric_heating,20211027,35-54,Female
alexis_percival_reusable_face_mask,20211027,55+,Female
italy_underlying_debt,20211027,55+,Male
harlows_sustainable_transport_strategy,20211027,55+,Female
iucn_making_natures_city,20211027,55+,NULL
dying_textiles_sustainability_uk_academic,20211027,35-54,Female
the_crystal_e16,20211027,35-54,Female
is_genesco_inc_ethical_issues,20211027,35-54,Male
finnish_scientists_create_sustainable_labgrown_coffee,20211027,35-54,NULL
sustainable_tranpsort_easy_read,20211027,55+,Female
what_is_a_sustainable_transport_corridor_system,20211027,55+,Female
what_is_a_sustainable_transport_corridor,20211027,55+,Female
heat_pump_grants,20211027,55+,Male
susdrain,20211027,35-54,Female
teamjump,20211027,55+,Female
beis_and_sustainable_development_goals,20211027,35-54,Male
environmentally_and_sustainably_friendly_financial_institutions_in_norway_and_scandinavia,20211027,55+,Male
sustainable_transport_corridor,20211027,55+,Female
jaydee_living,20211028,35-54,Male
susdrain,20211028,35-54,Female
uk_toilet_paper,20211028,55+,Male
london_sustanaible_development_and_nortth_west_london,20211028,35-54,Male
airtel_africa,20211028,55+,Male
eco_coffins_uk,20211028,55+,NULL
sustainable_mens_clothing_uk_online,20211028,35-54,NULL
low_impact_living,20211028,35-54,Female
what_is_the_refrigerant_gas_used_in_air_to_water_heat_pumps,20211028,55+,Male
why_is_tackling_sustaiblility_easy,20211029,Under 35,NULL
community_clothing,20211029,55+,Male
jbs_meat_sustainability,20211029,35-54,Male
ecofriendly_gifts,20211029,55+,Male
what_are_urban_sustainability_policy_goals,20211029,Under 35,NULL
peddlers_bar_whitehaven,20211030,55+,Male
eco_christmas_wrapping_paper,20211030,55+,Male
omega3_fish_oil_capsules,20211030,55+,Male
over_exploitation_affecting_biodiversity_in_northumbetlandnorthumberland,20211030,55+,Female
yahoi,20211030,35-54,Female
sustainable_development_journal_author_guidelines,20211030,35-54,Male
yahoo,20211030,35-54,Female
aviation_fuel,20211030,55+,Male
is_dame_period_care_carbon_negative,20211030,35-54,Female
wild_venison_in_kent,20211030,55+,Female
uk_policy_on_biofuels,20211031,35-54,Male
timber_east_devon,20211031,NULL,Female
burger_king,20211031,35-54,Female
wells_christmas_market,20211031,55+,NULL
roll_royces_work_with_companies_to_produce_bio_fuel_for_aircraft,20211031,35-54,Male
new_belgium_brewing_brews_up_green_management_style_images,20211031,55+,Male
bmt,20211031,55+,Male
what_is_the_best_way_to_heat_your_home,20211031,55+,Male
eco_friendly_christmas,20211031,55+,Female
gin_gifts_uk,20211031,35-54,Female
the_fibre_workshop,20211031,35-54,Female
david_christian_living_in_indonesia,20211031,55+,Female
worlds_first_studentled_global_event_on_mental_health_climate_change,20211031,35-54,Female
john_lewis,20211031,55+,Female
diesel_hydronic_heating_systems,20211031,55+,Male
ethical_toys_for_kids,20211031,NULL,Female
royal_academy_of_engineering_sustainability_of_liquid_biofuels,20211031,35-54,Male
wells_xmas_market_2021,20211101,55+,Female
top_sustainable_stocks_2021_uk,20211101,35-54,Female
modern_ground_sauce_heat_pump,20211101,Under 35,Female
save_our_seas_anthology_plymouth_university,20211101,35-54,Male
community_clothing_uk,20211101,35-54,Female
n_p_al_mn,20211101,Under 35,Female
lucie_decor_uk,20211101,55+,Male
postcode_finder_po12_4wf_elite_garden_rooms,20211101,55+,Male
eco_friendly_fashion,20211101,55+,Female
explain_two_ways_that_london_is_improve_housing,20211101,35-54,Female
innovative_ways_to_make_london_sustainable,20211101,Under 35,NULL
travellers_to_cop26,20211101,55+,Female
rising_sustainable_stocks_2021_uk,20211101,35-54,Female
vaillant_heat_pumps,20211101,55+,Female
recirculation_air_conditioning_systems,20211101,55+,Male
air_bp_what_is_saf,20211101,35-54,Female
innovative_ways_to_make_london_sustainabke,20211101,Under 35,NULL
vintage_markets_sustainablity,20211102,35-54,Female
blending_aviation_fuel_at_50_air_bp,20211102,35-54,Female
central_heating_systems_explained,20211102,55+,Male
children_subtanablwe_products,20211102,35-54,Female
how_are_airsource_heat_pumps_saleable_when_electric_is_multiple_times_the_cost_of_alternatives,20211102,55+,NULL
economical_heater_for_small_garage_with_thermostat,20211102,35-54,Male
sastainable_jet_fule,20211102,55+,Male
heat_pump_grants_uk,20211102,55+,NULL
black_friday_sales_creality_3d_crscan_01,20211102,55+,Male
central_heating_system_inhibitor,20211102,55+,Male
riverside_sunderland,20211102,35-54,Male
airbus_100_saf_flight,20211102,35-54,Female
buy_meat_reared_on_sustainably_sourced_fodder,20211102,35-54,Female
community_tourism_in_protected_areas,20211103,55+,NULL
how_to_heat_old_house_with_renewable_energy,20211103,55+,Female
avocado,20211103,35-54,Male
heat_pump_replacing_boilers,20211103,35-54,Female
heat_pumps_for_homes,20211103,55+,Male
is_electric_central_heating_expensive,20211103,Under 35,Male
four_sustainability_principles,20211103,35-54,Female
avocado,20211103,35-54,Female
four_sustainability_principles,20211103,35-54,Female
honey_in_suffolk,20211103,55+,Male
uks_cities_ranked,20211103,Under 35,NULL
is_kenzo_ethical,20211103,35-54,Male
festivals_promoting_public_transport,20211103,Under 35,Female
efuels_can_be_eight_times_cost_of_conventional_fuel_atag,20211103,35-54,Female
domestic_eco_alternatives_to_a_combination_boiler,20211104,55+,Male
porticus_foundation,20211104,55+,Female
eco_friendly_gifts_for_young_people_uk,20211104,55+,Female
grants_for_golf_clubs_to_improve_greenkeepers_euipment_facilities,20211104,Under 35,NULL
sustainable_shop_womens,20211104,35-54,Female
element_sustainabi,20211104,35-54,Male
victoria_beckham,20211104,55+,Female
poaching_gabon,20211104,35-54,Female
best_british_sustainable_wines,20211104,55+,Female
severn_wye,20211104,Under 35,NULL
rory_leigh_fashion_designer_ghillied,20211104,55+,Female
wells_xmas_market,20211104,55+,Female
uk_aims_for_a_circular_economy,20211104,Under 35,Male
surplus_food_shop_sheffield,20211104,55+,Female
paccor_uk_ltd,20211104,Under 35,NULL
oil_central_heating_system_homes,20211105,55+,Male
eco_friendly_coffee_machines,20211105,55+,Female
octopus_energy,20211105,55+,NULL
small_sites_metric,20211105,NULL,Male
afghanistan_teenagers_shoe_b_ox_appeal_christmas,20211105,55+,Male
which_underfloor_heating,20211105,35-54,Female
green_savings_bond,20211105,Under 35,Male
ghillied_fashion_brand_scotland_rory_leigh,20211105,55+,Female
substanability_projects,20211105,55+,Female
leni_mountain_apartments_chalet,20211105,55+,Female
dykin,20211105,55+,Male
sanajardin_perfume,20211105,55+,Female
aspiga,20211105,NULL,Female
sustainavilitu_art,20211105,35-54,Female
daisy_lowe,20211105,55+,Male
interview_questions_on_consideration_of_sustainability_and_business_ehtics,20211105,Under 35,Male
uklpg_code_of_practice_22,20211105,NULL,Male
seasoned_logs,20211105,55+,Male
what_is_a_replacement_fish_for_dab,20211106,35-54,NULL
chefs_avpiding_avocados,20211106,55+,Female
gove_and_sustainability_in_the_curriculum,20211106,55+,Male
sustainable_alternatives_to_avocado,20211106,55+,Male
bands_of_courage,20211106,35-54,Female
sustainability_with_the_5_capitals,20211106,35-54,Female
sustainability_with_the_5_capitakls,20211106,35-54,Female
curlew_shooting_in_france,20211106,55+,Female
lentils_and_lather,20211106,NULL,NULL
brexit,20211106,55+,Male
wwwaspigacom,20211106,55+,Female
sustainable_tourism_in_the_lake_district,20211106,55+,Male
glenkilrie_larder,20211106,55+,Male
uselessdk,20211107,NULL,Female
solid_wood_gifts,20211107,NULL,NULL
apple_how_to_sustanable,20211107,Under 35,Male
peddlers_whitehaven,20211107,55+,Male
avocado_pullution,20211107,55+,Female
wood_global_vice_president,20211107,35-54,Male
cop26_supporting_green_innovation_act,20211107,55+,Female
nclean_distillery,20211107,55+,Male
bbc_countryfile_bitesize_how_to_live_sustainably,20211107,35-54,Female
victoria_beckham,20211107,35-54,Female
lena_tinsdale_sustaianable_fish,20211108,Under 35,Male
public_domain_search,20211108,35-54,Male
blue_lobster_denmark,20211108,Under 35,Male
ganni_vest,20211108,55+,Male
ghillied_fashion_brand_scotland_rory_leigh,20211108,55+,Female
bmt_group,20211108,35-54,Male
greenforce_uk,20211108,55+,Male
bore_place_sevenoaks,20211108,NULL,NULL
nomads_clothing_women,20211108,55+,Female
jiv_sport,20211108,55+,Male
simrad_kongsberg_v_sat,20211108,NULL,NULL
can_you_use_victoria_beckham,20211108,35-54,Female
omnia_projects_oman_chairman,20211108,55+,Male
what_is_the_best_electric_central_heating_system,20211108,55+,Male
new_residential_electricity_systems,20211109,55+,Female
octopus_energy,20211109,55+,Male
un_susatinble_goals,20211109,35-54,Male
easy_sustainable_changes,20211109,Under 35,Female
report_on_welfare_of_chickens_worldwide_2021,20211109,55+,Male
richmond_containers,20211109,55+,NULL
albarry,20211109,55+,Female
eco_presents,20211109,55+,Female
heat_pump_grants,20211109,55+,Male
marke_creative_merchandise,20211109,35-54,Female
future_proofing_the_operating_theatre,20211109,55+,Male
heat_pump_prices,20211109,55+,Female
more_eco_fuel_for_fireplace,20211109,35-54,Male
walkietalkie_tower_green_building_systems,20211109,35-54,Female
aspiga,20211109,35-54,Female
sustainable_drainge_design_in_kent,20211109,NULL,Male
the_guardian_food_grass_fed_locally_sourced,20211109,35-54,Male
hieonnextcomsmart,20211109,55+,Female
sustainable_clothing_uk,20211109,35-54,Female
which_uk_food_companies_use_sustainable_palm_oil,20211110,55+,Female
how_does_water_extraction_for_irrigating_golf_courses_in_the_algarve_affect_the_surrounding_farm_land,20211110,55+,Male
film_farming,20211110,55+,Female
how_do_we_create_urban_sustainability_policy_goals,20211110,Under 35,NULL
sustainable_adaptation_and_participation,20211110,35-54,Male
erdachew_yitagesu,20211110,35-54,Male
which_uk_food_companies_use_sustainable_palm_oil,20211110,55+,Female
clean_energy_innovation_uk_finance_companies,20211110,55+,Male
marks_and_spencer_sustainability_report,20211110,35-54,Female
what_would_be_a_sustainable_pompom,20211110,35-54,NULL
zilch_ladies_wear_of_amersterdam,20211110,55+,Female
what_is_sustainable_toutism,20211110,NULL,Male
which_uk_food_companies_use_sustainable_palm_oil,20211110,55+,Female
green_pallet_news_item,20211110,55+,Male
which_uk_food_companies_use_sustainable_palm_oil,20211110,55+,Female
greening_ymondham,20211110,55+,Female
pinksheep_marketing,20211110,35-54,Female
finance,20211110,55+,Male
shop_designed_as_one_of_the_most_beautiful_natural_places_taht_doesnt_exist_to_promote_sustainability,20211110,Under 35,Female
urban_sustainability_purpose,20211110,Under 35,NULL
riveredge_wine,20211110,55+,Female
va_dundee_designfor_the_planet,20211110,55+,Female
can_you_use_unvented_systems_to_heat_your_home,20211110,55+,NULL
sustainability_plan_for_west_midlands_area,20211110,Under 35,Female
scottih_government_to_take_social_care_from_councils,20211111,55+,Male
andrea_rasca_business_model,20211111,35-54,Female
cultural_sustainability,20211111,35-54,Female
funding_urban_sustainability_policy_uk,20211111,Under 35,NULL
logs_for_sale_devon,20211111,55+,NULL
eco_presents,20211111,Under 35,Female
bb_brightbeat,20211111,35-54,Female
nationwide_sustainability,20211111,Under 35,Female
what_does_rich_picture_mean,20211111,35-54,NULL
wpl_installers,20211111,NULL,Male
funding_urban_sustainability_policy_uk,20211111,Under 35,NULL
nhs_waiting_lists,20211111,35-54,Female
sustainable_synonym,20211111,35-54,Male
boots_no_7_recycle_bin,20211111,55+,Female
richmond_containers,20211111,NULL,NULL
eco_presents,20211111,Under 35,Female
heat_pump_belfast,20211111,55+,Male
nationwide_sustainability_uk,20211111,Under 35,Female
quantity_surveyors_and_climate_change,20211112,35-54,Male
government_funding_post_pandemic_for_urban_sstainability,20211112,Under 35,NULL
andy_haddon_big_river_bakery,20211112,NULL,Female
thomas_lloyd,20211112,55+,Male
phd_darlington,20211112,35-54,NULL
why_is_implementing_urban_sustainability_policy_goals_hard_at_the_local_level,20211112,Under 35,NULL
fosters_tulip_tower,20211112,35-54,Male
government_funding_post_pandemic_for_urban_sustainability,20211112,Under 35,NULL
coffins_uk,20211112,35-54,Male
redheads_winery,20211112,55+,Male
duynie,20211112,NULL,Male
friends_of_the_earth_definition_of_sustainability,20211112,35-54,Female
mark_and_melanie_goldman_spain,20211112,55+,NULL
cairngorm_bothies,20211112,55+,Female
best_heat_pump_systems_uk,20211112,35-54,Male
caroline_cashmere,20211112,55+,Male
warc_marketers_toolkit,20211112,35-54,Male
the_peddler_whitehaven,20211112,NULL,Female
uk_standards_on_sustainability_reporting_on_biofuels,20211113,35-54,Male
powerhouse_energy,20211113,55+,Male
aspiga,20211113,35-54,Male
albaray_clothing,20211113,35-54,Female
sustainable_baking_tools,20211113,Under 35,Female
commercialbrandsbthat_contain_palm_oil,20211113,35-54,Male
northwich_autum_head_of_river_2021,20211113,55+,Male
electric_boilers_for_heating_and_hot_water,20211113,55+,Male
elliotthamerdesign,20211113,NULL,NULL
christmas_eco_gift_ideas,20211113,35-54,Female
wells_christmas_market,20211113,55+,Female
eu_standards_on_sustainability_reporting_on_biofuels,20211113,35-54,Male
is_heat_source_pump_more_efficient_at_night,20211114,55+,Female
environmental_ost_of_makeup,20211114,55+,Male
what_is_green_growth,20211114,Under 35,Male
what_is_green_growth,20211114,Under 35,Male
boreplace,20211114,55+,NULL
emma_watson,20211114,55+,Male
muki_shoes,20211114,NULL,Male
armed_angels,20211114,Under 35,Female
www_community_clothing_uk,20211114,55+,Female
northwich_head_of_river_2021,20211114,55+,Male
what_fuel_will_f1_cars_use_in_2022_calendar,20211114,55+,Male
tarkett_sommer_italy,20211115,NULL,NULL
top_sustainable_companies,20211115,55+,Female
water_underfloor_heating_systems,20211115,55+,Male
cornetto_sustaibablity,20211115,Under 35,Female
mitsubishi_ecodan_heat_pump,20211115,35-54,Female
finnair_susteinability,20211115,Under 35,Male
eu_seaweed_food_legislation_regulations_ec_eu_seaweed_in_food,20211115,35-54,Female
ember_and_tide,20211115,55+,Female
carbon_footprint_of_flowers,20211115,35-54,Female
sustainable_soltuions_that_help_the_planet_pet_felt,20211115,35-54,Female
water_for_a_sustainable_world,20211115,35-54,Female
dfs_advert_2021,20211115,55+,Male
vegan_diet_not_sustable,20211115,35-54,Male
more_plastic_than_chocolate,20211115,55+,Male
wartsila,20211115,35-54,NULL
heat_logs_suppliers_worcester,20211115,55+,Male
series_b_europe,20211115,Under 35,NULL
advent_calendars,20211115,35-54,Male
foresight_sustainable_forestry_company,20211115,55+,Male
solar_hot_water_system_uk,20211115,55+,Male
do_you_need_the_window_open_for_a_heat_pump_tumble,20211115,35-54,Female
uk_sustainable_companies,20211115,NULL,Female
hoooked,20211115,55+,Male
addicted_to_oat_milk,20211115,35-54,Female
appetite_for_change_healthy_sustainable_diets_in_a_pandemic,20211115,Under 35,Male
sustainability_of_offshore_structures_pdf,20211115,35-54,NULL
on_off_switch_for_night_storage_heaters,20211116,55+,Male
examples_of_ecological_management_plans_forest_school,20211116,35-54,Male
abdeen_mustafa_omer,20211116,55+,Male
royal_london_global_sustainable,20211116,35-54,Male
sustainability,20211116,55+,Female
cwp_global,20211116,55+,Male
sustainability_transition_of_adaptive_governance,20211116,35-54,Male
sustainability_transition_of_adaptive_governance,20211116,35-54,Male
organic_whisky,20211116,55+,Female
lentil_and_lather,20211116,55+,Female
creator_economy,20211116,35-54,NULL
what_is_sustainable_aviation_fuel,20211116,55+,Male
sustainability_transition_of_adaptive_governance,20211116,35-54,Male
ethical_floor_mats_for_yoga,20211116,NULL,NULL
the_camphor_tree,20211116,55+,Male
mailchimptomwoodswhatdrivesecb5cb3d89f,20211116,55+,Male
weareddame,20211116,55+,Female
sustainability_transition_of_adaptive_governance,20211116,35-54,Male
wates_group_affordable_housing_scheme_proposed_sites_in_cardiff,20211116,55+,Female
dame,20211117,55+,Male
commercial_electric_heater,20211117,35-54,Male
sustainability_increases_the_costs_of_the_buidings,20211117,35-54,Male
doi101080204307952014887345,20211117,Under 35,Female
halo_makeup_remover,20211117,35-54,Female
heat_pumps_aldershot,20211117,55+,NULL
how_could_mcdonalds_become_more_nutritional,20211117,Under 35,Female
average_cost_of_installing_a_heat_pump,20211117,55+,Male
blackrock_sustainable_americvan_income,20211117,55+,Male
hmg_enviromenmtal_statement_2019,20211117,55+,Male
yarn_shop_london,20211117,35-54,Female
aberdeen_local_news_uk,20211117,55+,Female
sustainability_increases_the_costs_of_the_buildings,20211117,35-54,Male
hot_max_logs_for_sale,20211118,55+,Male
clearwaterca,20211118,55+,Male
hot_max_logs_for_sale_droitwich,20211118,55+,Male
reprisk_rating_miscrosoft_corporation_for_esg,20211118,Under 35,Female
transition_tavistock,20211118,55+,Female
robertson_group_uk,20211118,35-54,Male
millport_islands_plan,20211118,NULL,NULL
sdg_15,20211118,35-54,Female
aspiga,20211118,55+,Female
frc_sustainability_reporting_requirements_for_ftse_100_index,20211118,55+,Male
hot_max_logs,20211118,55+,Male
45_gresham_st_ec21,20211118,NULL,NULL
how_does_an_air_source_heat_pump_work,20211118,55+,Male
carbon_httpsdigitalhbseduplatformrctomsubmissionmcdonaldscanfastfoodbesustainableandprofitable,20211118,Under 35,Female
pepm09_9kw_monobloc_air_source_heat_pump,20211118,55+,Male
aspiga,20211119,55+,Female
giving_you_more_sustainable,20211119,35-54,Female
gpg_alliance,20211119,55+,Male
brandon_frank_packaging,20211119,35-54,Female
research_in_art_nature_environment_rane,20211119,35-54,Female
sustainable_ashp_system,20211119,55+,NULL
benefits_of_sustainability,20211119,Under 35,NULL
what_are_the_main_barriers_to_sustainability_planning_in_business_development,20211119,35-54,Female
organic_whisky,20211119,NULL,NULL
insul_8_world_business_council_for_sustainable_development,20211120,35-54,Male
pink_and_gold_furoshiko_wraps_uk,20211120,55+,Female
dr_elizabeth_stockdale,20211120,55+,Male
aspiga,20211120,55+,Female
royal_london_sustainable_leadrers,20211120,NULL,Male
abdeen_mustafa_omer,20211120,55+,Male
richard_collins_fish,20211120,55+,Male
independent_jewellery_brands_sustainable,20211120,Under 35,Female
adipec,20211121,55+,NULL
whats_tescos_policy_on_palm_oil,20211121,55+,Female
sustainability_worksheets_ks2,20211121,55+,Female
what_is_sustainability_for_kids,20211121,55+,Female
sustainability_worksheets_ks2,20211121,55+,Female
sustainability_worksheets_ks2,20211121,55+,Female
choosing_the_right_sustainable_sponsors,20211121,35-54,Female
sarah_holloway,20211121,NULL,NULL
ukri_made_smarter_manufacturing,20211122,NULL,Male
notonthehighstreetcom,20211122,55+,Male
robertson_construction,20211122,55+,Male
janegriffiths,20211122,55+,Male
55_cotton_45_modacrylic_fabric_uk,20211122,35-54,Female
mcdonalds_happy_meal_uk,20211122,35-54,NULL
church_of_england_sustainability,20211122,55+,Male
sustainable_surveyorg,20211122,55+,Female
using_television_news_to_create_the_right_sustainability_message,20211122,35-54,Female
stadium_catering_inituatives,20211122,Under 35,NULL
sustainability_of_electronic_vehicle,20211122,Under 35,Male
what_do_pantheon_infrastructure_do,20211122,35-54,Male
baby_duck_candles,20211122,35-54,Female
plastic_waste_materials_science,20211122,35-54,Female
labelling_heat_pumps,20211122,55+,Male
ensustainability,20211122,35-54,Male
carpanini_abergavenny,20211122,55+,Male
multi_level_perspective_framework,20211123,Under 35,Female
power_relation_and_sustainable_transition,20211123,35-54,Male
who_is_in_charge_of_buckinghamshire_county_council_drainage_system,20211123,NULL,Male
policy_mixes_for_sustainability_transitions_an_extended_concept_andframework_for_analysis,20211123,35-54,Male
eco_friendly_transportation_articles,20211123,Under 35,Female
altera_infrastructure,20211123,35-54,Male
black_grey_check_handbags,20211123,55+,Female
adaptive_governance_sustainable_transition,20211123,35-54,Male
adaptive_governance_sustainable_transition,20211123,35-54,Male
adaptive_governance_sustainable_transition,20211123,35-54,Male
adaptive_governance_sustainable_transition,20211123,35-54,Male
adaptive_governance_sustainable_transition,20211123,35-54,Male
adaptive_governance_sustainable_transition,20211123,35-54,Male
central_bedfordshire_parking_policy,20211123,55+,Male
rsm_energy_consultant,20211123,55+,Male
sustainable_cornish_fish,20211123,NULL,NULL
policies_actors_and_sustainability_transition_pathways_a_study_of_the_eus_energy_policy_mix,20211123,35-54,Male
sustainable_development,20211123,55+,Male
university_of_nottingham_work_with_midlands_engine,20211123,Under 35,Female
power_relation_and_sustainable_transition,20211123,35-54,Male
quantity_surveyors_called_the_ten_commandments,20211123,Under 35,Male
albaray_clothing,20211123,55+,NULL
marks_and_spencer_sustainability,20211123,35-54,Female
printwork,20211123,55+,Female
in_dt_textiles_what_does_naural_mean,20211123,35-54,Female
adaptive_governance_sustainable_transition,20211123,35-54,Male
a_transition_to_sustainable_ocean_governance,20211123,35-54,Male
woollen_knitwear_sale,20211123,55+,Male
wessex_petroleum,20211123,35-54,Female
governance_of_sustainable_transitions_about_the_40_ways_to_change_the_world,20211123,35-54,Male
jacobi,20211124,NULL,Male
the_field_of_project_sustainability_has_turned_into_an_actively_growing_one,20211124,35-54,Male
sustainable_gifts_for_women,20211124,55+,Female
motogp,20211124,55+,Female
mcdonalds_can_fast_food_be_sustainable_and_profitable,20211124,Under 35,Female
waitrose,20211124,NULL,NULL
wireless_electric_cars_engineering_dissertation,20211124,35-54,Female
strategies_for_green_logistics,20211124,Under 35,Female
albaray_clothing,20211124,NULL,NULL
where_to_buy_mulled_wine_ingredients_in_manchester,20211124,Under 35,Female
what_is_leafskin_packaging,20211124,Under 35,Female
compare_lg_heat_pump_tumble_dryer,20211124,Under 35,Female
sustainable_clothign,20211125,Under 35,Female
the_fibre_workshop,20211125,35-54,Female
pantheon_infrastructure,20211125,55+,Female
powerhouse_energy_group_plc,20211125,55+,Male
daikin_air_conditioning,20211125,55+,Male
project_sustainability_strategies_a_systematic_literature_review,20211125,35-54,Male
british_sustainable_tea,20211125,35-54,Female
aspiga,20211125,NULL,Female
balbo_ph,20211125,35-54,Male
aspige,20211125,NULL,Female
fundamentals_of_project_sustainability_paper_presented_at_pmi,20211126,35-54,Male
managing_green_logistics,20211126,Under 35,Female
atlantis_energy,20211126,55+,Male
whst_does_kapdaa_mean,20211126,35-54,Female
chemical_residues_on_cut_flowers,20211126,35-54,Female
christmas_presents_for_ecofriendly,20211126,35-54,Female
bambista,20211126,35-54,Female
can_a_future_city_enhance_urban_resilience_and_sustainability,20211126,NULL,Male
steps_to_sustain_green_logistics,20211126,Under 35,Female
benefits_of_green_logistics_article,20211126,Under 35,Female
wind_turbine_dyson_award_winner,20211126,35-54,Male
steps_to_sustain_green_logistics,20211126,Under 35,Female
do_investors_actually_value_sustainability_new_evidence_from_investor_reactions_to_the_dow_jones_sustainability_index_djsi,20211126,55+,Male
mcdonalds_paper_straw_sustainability,20211127,Under 35,Female
10_marie_byskov_lindberg_jochen_markard_allan_dahl_andersen_2019_policies_actors_and_sustainability_transition_pathways_a_study_of_the_eus_energy_policy_mix_research_policy_volume_48_issue_10_december_2019_10366,20211127,35-54,Male
challenges_facing_housing_associations,20211127,55+,Male
paul_smith_ethical,20211127,NULL,NULL
gaucho_grill_glasgow,20211127,NULL,NULL
trichlorothylne_coefficient_dadsorption,20211127,Under 35,NULL
